"","cell_id","ACACA","ADAMTS19","ADCY2","AFF2","AGAP1","AGBL4","AKAP6","AKT3","ANK2","ANKS1B","ARHGAP10","ARHGAP24","ARHGAP6","ASTN2","ATAD2B","ATP8A2","AUTS2","BBS9","BCAS3","BMPR1B","BTBD9","CACNA2D3","CACNB2","CADPS2","CD226","CDC42SE2","CDH12","CDH13","CDH4","CDK14","CDKAL1","CEP128","CEP85L","CHSY3","CNTLN","CNTN3","CNTN4","CNTN5","COG5","COL4A5","COL4A6","COMMD10","CSMD3","CTNNA2","CTNND2","DAB1","DACH2","DCC","DGKB","DGKI","DIAPH2","DIP2C","DLG2","DLGAP1","DNER","DOCK1","DOCK4","DOK6","DPP10","DPYD","EDA","EDIL3","EHBP1","ELMO1","ELP4","EPHA6","ERBB4","ERC2","EXOC4","FARS2","FAT3","FBXL17","FBXL7","FER","FGF12","FGF13","FGGY","FHIT","FHOD3","FOXP1","FRMD3","FTO","GABRG3","GALNT13","GMDS","GPATCH2","GPC5","GPC6","GPHN","GRID1","GRID2","GRIK2","GRM5","GRM7","GRM8","HBP1","HDAC9","HHAT","HS6ST3","IDNK","IL1RAPL1","IMMP1L","IMMP2L","INPP4B","IPO11","ITFG1","KAZN","KCNH1","KCNH8","KHDRBS2","KIAA1328","KIRREL3","KLHL29","LAMA2","LINGO2","LPP","LRBA","LRP1B","LSAMP","LUZP2","LYPD1","LYRM4","MACROD2","MAD1L1","MAGI1","MAGI2","MAP7D2","MARCHF1","MBD5","MCM9","MCTP1","MDGA2","MDH1","MECOM","MGAT4C","MGMT","MID1","MLF1","MSRA","NAALADL2","NAV3","NBAS","NBEA","NCAM2","NCKAP5","NEGR1","NEK11","NELL1","NKAIN2","NKAIN3","NLGN1","NR3C2","NRG3","NRXN3","NSUN6","NUP155","OPHN1","OVCH1","PAPPA","PAPPA2","PARD3","PARD3B","PCCA","PCDH11X","PCDH9","PDE1C","PDE4D","PHKB","PHTF2","PIK3C2G","PLCB1","PLEKHA3","PLXDC2","PPFIA2","PRDM5","PRKD1","PRKG1","PSME4","PTPRD","PTPRG","PTPRK","PTPRM","PXDNL","R3HDM1","RABGAP1L","RAP1GDS1","RAPGEF6","RBMS3","ROBO1","RORA","RSBN1L","RSRC1","RYR2","SCFD2","SDCCAG8","SDK1","SEMA6A","SH3GL2","SH3KBP1","SLC44A5","SLC9A9","SLCO3A1","SMYD3","SNX29","SORCS1","SOX5","SOX6","SPAG16","SPATA17","STK3","STXBP4","STXBP5L","SYT1","TAOK3","TBC1D5","THSD4","THSD7B","TIAM1","TMEM117","TMEM167A","TMTC1","TMTC2","TOM1L1","TPGS2","TPK1","TRAPPC12","TRAPPC9","TRIP12","TTN","TYR","UBQLN1","ULK4","UNC5C","UNC5D","VPS13B","VTI1A","WDFY3","WDPCP","WDR7","WDR70","WWOX","XRCC4","ZBTB20","ZFAND3","ZFPM2","ZRANB3"
"SIDM00049","SIDM00049","4.7565","0","0","0.0144","4.3813","0.1635","0.4005","0.189","0.0841","0.0144","0.0566","0","0.263","2.269","3.0391","0","5.076","1.275","3.8053","0","0.7655","0.0566","2.8278","0.1375","0.0144","4.6352","0","0.1635","0.433","0.0704","3.2157","1.8875","0.0841","0.2987","0.111","0","0","0.0841","4.9828","0","0","3.9882","0","1.3334","0","0.9336","0","0.2265","0","0","3.8639","0.1375","0.3561","0.5059","0","3.1667","1.0909","0","3.2884","0.0286","0.189","0","5.0374","0.1763","4.8309","0.0426","0","0.0704","5.3509","3.6904","0","2.856","0","0.516","0.0704","0.4114","3.4751","3.2972","0.0286","0.5558","0.9709","4.4777","0.0144","0","6.8505","3.7939","0.0286","0","4.8773","0","0","0.0286","0","0.1375","3.4828","5.2399","0.0976","0.0976","0","4.1811","0.0144","5.6106","3.6323","4.5552","3.3434","5.5711","0.2869","0","2.5607","0","2.2203","0.2869","0.1763","1.8875","0","3.9146","4.797","0","2.3306","0","0.2388","4.7181","0.3674","3.4476","3.3854","1.111","3.5521","1.2449","2.5484","2.9011","0.4222","0","6.3091","5.3875","0","4.7296","3.7137","6.316","1.0772","2.0108","2.5826","3.9355","0.0976","0","0","0","3.3896","0.0286","0.1243","0.1763","0.0566","0.1763","0","3.0496","3.3978","4.5379","2.4725","0","0.1243","0.111","5.7342","2.4751","6.1416","0","0.0976","0","1.3896","5.4009","3.2839","0","3.7004","4.278","1.1699","0","0","0.0841","1.0286","5.1562","5.1731","2.9727","5.1615","0.0976","0.0286","4.5078","4.0993","5.0622","2.6462","0.0144","0.0704","0.3785","3.8032","4.4976","2.568","2.9184","4.0531","0","3.0339","0.0144","5.8917","2.6599","0.0286","2.9672","3.6814","1.5607","0.0144","0","0.7312","4.7655","2.211","4.2456","1.111","0.0841","0.263","4.701","3.6159","0.6871","0","0.0144","3.5862","4.7687","0.189","2.6982","4.054","5.6778","1.9561","5.43","4.6685","5.5993","0.2141","0","6.1191","2.5705","0","0","3.1094","4.4376","3.1779","1.3674","1.6508","5.0522","3.1667","2.6323","0.5261","5.7669","0","1.8679"
"SIDM00050","SIDM00050","5.7549","0","0.0426","2.7677","4.0453","0","0.8875","5.6026","3.4542","0.9928","4.4561","1.6781","0.0566","2.2449","2.3132","0.3896","5.2784","3.2063","4.1747","1.257","3.0858","0.3561","0.9184","0.9855","0.2141","4.6473","1.7782","5.1412","0.0426","3.9364","2.8237","1.9298","2.144","0.4854","2.4222","0.0144","0.1243","0","5.5426","5.3208","2.1667","4.6141","0.1243","0.0841","0.0566","0.0144","0","0.0426","0.2987","2.8012","4.1985","4.7581","0.84","2.1795","3.7538","5.3865","2.8012","0.3103","0","3.479","0.5558","7.8028","5.1591","0.546","4.4256","0","0","0.1375","6.0564","3.991","0","4.0188","3.3854","3.8053","0.2141","7.4625","4.1619","0.926","4.3909","5.3723","3.1391","5.1981","0","2.2296","4.2157","2.5656","0.3674","2.903","3.7214","1.3505","0","0.5945","0.0566","0.8639","0.1375","5.9964","5.3313","1.0496","0","2.5484","3.7677","4.3363","3.8659","2.4114","3.7431","5.342","1.1763","0.0704","0","0","2.272","1.511","3.1938","1.9449","0","5.278","3.9745","0.0286","0.8953","0.2265","0.5361","4.6548","1.2449","5.5759","4.0444","1.7225","0.3561","1.7991","4.1946","2.3334","1","0","6.8758","3.6064","0.1506","3.4356","6.2613","5.228","3.4854","0.585","3.4114","4.5311","1.9523","1.4222","3.3262","0.4751","1.6508","0","0.0426","0.1243","0.0144","0.0286","0.0704","3.8309","2.0704","4.6259","2.5656","0.0841","3.839","2.3702","5.2376","2.2141","3.7279","0.0144","0.1635","0.848","1.3103","5.2361","5.6868","0.1506","0.9411","4.7866","0.111","0.4222","2.2869","2.4383","3.025","5.2168","0.9411","5.6124","5.013","5.5373","0.0566","4.7279","4.1465","5.2517","2.9782","2.8237","4.8465","4.5472","4.2987","4.6582","0.7991","3.2898","4.0018","4.3625","0.4114","0","6.6328","0.9561","1.3561","3.862","7.4034","2.5385","0.7398","0.0704","0.3103","4.8379","0.7312","4.3009","2.4751","0.0426","1.541","5.0794","5.5179","3.4222","0.0144","3.3406","3.4594","6.2529","2.157","0.8639","5.6056","6.6658","2.4647","4.8334","3.5607","7.0038","0.433","0","7.1237","2.2048","0.0286","0.0566","3.7613","4.0312","4.8217","2.1309","2.8758","5.2016","2.856","3.841","3.2464","6.7171","1.6182","2.4489"
"SIDM00051","SIDM00051","4.275","0.0144","0.5656","2.4489","3.7344","0.0144","3.4141","5.3288","3.9288","0.0566","3.7761","3.5311","0.0144","1.6041","2.2016","0.0566","5.2544","3.1538","3.025","0.669","2.3161","1.1375","0.2141","0.0704","0.3219","3.742","0.0286","6.8393","0.1506","3.7527","2.5945","1.8836","2.0875","2.3533","2.774","3.7602","0.1763","0","4.8032","2.7887","0.0144","4.1985","0","0.9184","0.0704","0.0841","0","0.0841","1.281","2.0566","2.4699","3.9837","0.4222","0.0286","1.4276","5.013","2.6713","3.546","0","1.5898","1.0704","7.1342","5.1627","0.111","4.5267","0.0566","0","0.1375","4.98","3.2032","3.3923","3.6915","4.0027","3.1127","0.6323","0.8319","2.4983","1.2869","4.557","5.6562","0.0976","5.6565","0","2.9355","4.6444","2.85","0.0426","6.6168","3.1875","3.3868","0","0.9855","0","0","0.0144","5.5251","2.7761","2.3161","0.0144","2.3132","0","3.8689","3.2016","2.9336","3.6404","5.6736","3.7708","2.9222","0","0","1.7949","2.9598","2.4303","1.5509","0.0144","4.3576","3.5122","0","4.6017","0.0841","1.0772","4.6112","0.903","5.3882","3.6381","3.0755","0.7908","2.5969","3.7038","2.342","1.4647","0.251","6.7694","3.225","0","4.1391","3.2585","3.9928","3.5348","2.3016","3.7247","4.61","2.2327","0.6871","0.4005","3.3219","2.4854","0","0.0286","0.0286","1.5211","1.1375","0.0144","3.4155","2.0072","3.86","1.6229","0","3.9542","4.3291","4.6871","2.6229","2.7824","0.0566","1.0909","5.3806","0.3561","4.8585","5.2087","0","2.3646","4.2502","5.9554","0.0286","2.1177","4.1069","2.6462","5.9366","4.3045","5.0993","4.645","5.6502","0.4854","4.6559","3.5273","5.4548","2.6299","3.3334","3.7782","2.585","3.269","4.4269","1.111","4.4627","3.7908","0.0144","1.0356","0.0144","5.9649","0.7137","1.5558","3.843","7.1904","2.3896","0.0426","0","2.2898","3.5789","0.4957","3.541","2.0286","0.1375","0.8319","4.61","4.5267","3.2494","0.0976","2.5534","4.1506","6.3025","0.1243","1.7398","4.0866","7.0458","1.856","5.2257","2.8972","6.0966","0.4005","0","6.3611","2.5135","2.541","0","2.9317","3.8339","4.5298","2.4005","2.6622","4.6112","2.3896","4.3125","2.0426","6.007","0.7225","2.2327"
"SIDM00052","SIDM00052","5.2627","0.189","0.0426","0.4647","3.4712","0.4114","0.7824","4.4568","3.0179","0.7991","3.6346","3.4647","0.3219","2.0738","2.0426","0.3785","3.7452","3.6882","4.5385","1.8639","2.7442","0.189","1.2869","2.6415","0.2388","3.8797","4.4216","4.4443","0.4114","2.9241","4.04","2.5777","1.3334","1.6182","2.6253","0","1.6323","1.263","4.4336","3.9681","2.1922","3.6017","0.251","0.0566","1.7527","0.516","0.0976","0.0426","0.2265","0.546","2.5059","4.1218","0.8156","0.3448","1.2079","4.7787","2.1506","1.516","0.2016","4.3799","0.1375","5.4793","4.3125","3.7431","3.8298","0.6599","0.0286","1.1043","5.1643","4.2441","1.0286","3.406","2.9317","2.9317","2.4542","4.7955","3.7581","0.903","1.7268","4.6605","1.189","5.8802","0.0426","2.9165","4.1043","3.7344","0.848","3.1779","4.2532","0.251","0.1375","1.406","0.0704","0.0704","0.111","5.1914","3.2705","2.8972","0","1.9184","1.269","4.1755","3.5957","3.6404","3.7071","5.6232","4.4155","1.0566","0.0704","0.0426","1.9411","0.4436","2.3161","1.2869","0.8237","3.757","4.332","0.3561","0.7225","0.251","2.969","5.1094","1.3334","5.4979","3.257","1.585","1.7093","2.3674","4.3813","3.4476","2.8237","2.3505","6.6178","3.2555","0.0841","3.8298","4.2683","5.2724","3.2048","1.189","3.3978","3.9699","1.3785","1.8797","0.9107","0.4751","2.3074","0","0.7824","0.263","3.5311","2.1309","0.0286","2.1985","3.0072","6.134","2.2296","0.1375","1.1763","0.3448","5.0755","1.9561","3.8895","0.0286","1.4489","2.5632","3.84","5.517","3.6229","0.0144","3.7887","3.3604","3.6473","0.433","2.9373","3.0772","1.5993","4.6887","2.319","5.1127","5.6029","4.5515","0.1763","4.3813","3.7538","4.2319","2.903","2.2869","4.3964","1.7093","3.5969","4.7703","0.6781","2.3306","4.8644","2.3448","1.2388","2.2172","4.5348","0.4222","1.9449","3.3702","4.5091","2.5945","0.111","1.5361","1.144","3.742","2.278","4.4751","2.6893","0.2987","3.3132","3.2869","4.4673","3.1094","0.111","2.7929","2.8718","5.8331","2.7908","2.7137","5.3194","6.1743","2.2898","5.013","4.5662","6.3915","0.4436","0.0144","6.5959","2.4515","0.433","0.0566","3.263","3.7027","4.0661","2.1408","2.516","6.1309","3.144","3.5981","1.7268","6.1819","1.7181","2.4087"
"SIDM00053","SIDM00053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SIDM00056","SIDM00056","4.3827","0.0976","0","0.0144","4.3341","0.0566","0.275","5.8071","3.0925","0.0286","3.2001","3.1144","1.111","2.6112","2.6554","1.4222","0.0841","3.2418","3.7038","0.5059","2.7334","2.7908","0.2869","4.1243","0.6415","4.5503","3.2357","7.9406","4.6673","4.1119","3.5248","1.9373","3.0704","2.0426","3.3771","0","0","0.1375","5.5258","4.1424","0.9411","4.5509","1.3161","0.1763","0.2141","2.278","0","0","0.0566","4.0858","3.6135","0.84","0.7049","0.2987","6.8362","5.6665","5.1465","2.4489","0","3.9533","0.2388","4.9103","4.1119","0.5945","4.3341","0","0.0426","1.3045","5.4643","3.7856","0","4.696","4.2048","3.9955","2.9411","0.0144","3.2913","2.6462","5.2227","3.6859","2.0875","5.8917","0.0426","0.0286","4.3096","2.9928","0.2869","3.101","4.1827","1.511","0.0976","0.251","0","0","0.111","6.1669","5.374","2.144","0.0704","1.7613","0.1375","4.14","3.5922","2.8639","4.1723","5.0989","3.9402","0.0976","0.0976","0","1.6323","0.2265","3.6769","0.9635","0.6508","5.0875","5.6044","0.1635","2.278","0.0426","0.7991","4.8885","2.0496","4.7965","2.7334","2.0072","0.189","1.3561","4.6775","2.6826","4.8972","0","7.4033","3.7247","0.0841","0","3.9336","4.5336","4.375","1.8237","4.5361","4.8968","2.3103","0.1375","1.5607","2.85","2.4751","0","0.0286","0.8875","1.8319","1.6135","0","0","2.9279","4.4019","2.7247","0","4.6005","0.8156","5.6433","2.7334","4.8733","0","0.5656","4.4854","3.9336","4.5373","4.3298","0.0144","1.9184","4.6311","0","2.1309","3.1554","3.0976","0.2141","4.9869","4.7398","5.3981","5.5376","3.0807","0.0704","5.3359","3.8125","5.9136","2.5801","3.8718","4.8222","4.1052","3.9383","5.2079","0.0704","3.4673","4.7861","1.8679","0.5261","0.0144","6.0297","2.4751","2.8777","5.4857","4.3778","3.7538","0.1506","2.373","0.1635","4.9402","1.7181","4.6358","2.8875","0.4436","1.1827","4.4256","6.3503","6.5803","0.0286","3.366","2.8679","6.5644","0.757","1.2449","5.0435","6.0054","2.8914","5.4366","3.7485","6.9955","0.774","0","6.52","1.7866","0.0144","0.0841","4.6977","4.009","4.8654","2.2418","2.3016","5.0622","3.3674","3.905","3.6724","6.6772","3.6668","2.6713"
"SIDM00064","SIDM00064","6.1697","0.0144","0","0.0286","3.9088","0.0426","0.4436","5.2891","2.5558","3.5223","4.5373","4.8924","0.1243","2.3219","2.2479","0.0976","1.5261","3.5607","2.2296","2.342","2.774","0.5945","0.7312","2.5484","0.1763","5.5097","3.842","0.0144","0.2388","2.8339","3.6206","2.9745","2.0461","0.5656","3.466","0","0.0144","1.257","4.3391","4.6153","1.0356","4.9986","1.5261","0.1506","0.1375","0.0144","0.0286","0","0.0144","0.5945","3.7334","1.9298","1.0072","1.0704","0.251","5.2943","3.5886","0.4647","0.0841","5.6047","0.0704","7.6913","5.0135","0.2265","4.1119","3.0303","1.5558","0.5753","4.9246","3.9616","0.0704","3.0479","2.9241","3.9598","2.1309","3.4141","3.5777","1.541","2.5185","3.1969","0.6135","6.594","0","0","3.969","2.9579","0.111","2.3477","4.0374","0.1635","0.111","0.4005","0.0144","0.0144","0.0144","5.4145","2.742","1.7782","0","1.8197","3.1293","3.9222","3.0514","4.7285","5.3005","5.9598","0.1375","0.1635","0.0566","0","3.2884","3.6496","2.9964","2.9373","0.516","4.2342","4.991","0.0841","0.1635","0.2016","0.5361","5.4854","2.6323","3.9107","2.6576","2.5059","0.0976","2.0807","3.5644","3.2735","4.5053","2","7.8238","0.1506","3.4396","4.2257","5.9686","5.1131","1.8875","2.1309","3.6415","4.6559","2.1375","4.033","1.4751","4.3667","2.2296","0.0286","0.0144","0.0704","2.846","0.774","0","0.8074","2.7929","4.9107","3.5922","0","3.0548","0.0144","6.4856","1.6599","2.7761","0","1.844","0.0286","2.5509","5.1973","4.8079","0.856","3.5497","4.3978","1.9635","0.251","2.7398","3.0993","0.2388","5.3041","1.5261","3.6993","3.9754","5.2157","1.5558","4.785","3.8369","4.7772","3.859","4.0661","5.2168","0.7908","3.8972","4.7474","0.1763","3.3219","3.6724","0","1.0426","0.0566","5.6713","0.0704","0.7398","2.2172","4.0188","2.067","0.0286","0.585","0.2388","4.9823","0.4542","4.7929","3.7344","0.0566","3.0479","4.2016","5.2675","1.0426","0.0286","0.0286","0.9486","6.5146","0.3219","1.516","6.1221","7.9941","1.3161","4.7892","3.3306","6.3868","0.3334","0","6.1502","2.9126","0.1506","0.0566","3.3248","4.047","3.8718","2.848","2.6392","4.4983","2.5801","4.9236","2.4356","6.9397","1.2203","2.3813"
"SIDM00077","SIDM00077","5.5242","0","0.0286","0","3.1906","0.0286","0.757","0.5558","0.4222","0.0704","3.7355","2.6803","1.257","1.9373","2.1177","0.2388","3.3377","3.98","3.3702","1.2449","2.189","0.0286","1.1506","0.3103","0.251","5.285","0.0841","6.0411","2.4957","3.2987","3.4983","3.359","2.3618","2.4463","2.6462","0","0","0.5945","4.0488","5.0644","1.0215","5.7766","0","0.0704","0","0","0.0144","0","0.0144","0.9336","3.8963","3.3882","0.4542","0.0426","1.4803","4.9103","1.9222","0","0","4.2141","0.2265","6.9349","6.2186","5.6129","4.9977","0.2987","0.0286","0.263","4.5429","3.5607","0","4.4456","2.8156","4.4189","1.7312","1.0976","2.6622","0.903","3.281","4.3512","0.2016","5.931","0","0.0426","4.106","3.4594","0.0426","0.189","3.2203","1.3045","0","0.8639","0","0","0.0144","4.7425","4.0179","2.2357","0","3.0858","0.2016","5.0356","1.9782","3.5185","4.2227","5.8022","1.8758","1.7782","0","0","2.272","2.7866","1.7137","0.4647","0","4.9317","3.4489","0.6041","0.3219","0.0566","1.7613","4.4456","0.4114","7.3568","1.86","0.7991","0.433","2.4276","4.2668","3.3604","4.9547","0.9709","7.5767","4.2334","0.2016","0","5.1906","5.7965","2.9635","1.0566","4.3743","3.8166","0.2869","0.3785","0.5261","3.7655","2.1375","0","0.1506","0.0566","1.0909","0.9782","0","2.0321","3.3964","4.9787","2.729","0.0426","1.3896","1.281","5.6769","1.2141","4.342","0.0286","2.144","3.0426","3.2464","5.7216","5.2311","0.0841","3.6938","4.0764","1.8758","0","2.9579","3.251","0.2388","5.4816","3.1391","4.3313","5.3384","5.7671","0.2987","5.4989","4.0661","5.712","3.6171","4.1619","4.2668","1.7824","3.9298","5.3237","0.0566","3.5311","4.4848","3.6358","0.5753","0.0566","5.6789","0.6781","2.1667","4.9231","4.8625","2.7949","0.2016","0.3785","0.1506","3.7623","1.1309","4.9955","2.5583","0.0976","2.1243","4.701","5.8868","3.8288","0.0976","2.8836","2.6017","7.0722","2.568","1.4542","5.3284","6.8764","1.8758","4.4535","4.2032","5.8634","0.3561","0","6.7602","2.0531","0.0841","0.0426","3.7137","4.3219","4.7777","2.856","2.742","4.8595","3.319","4.856","2.4356","6.0723","1.8797","3.8856"
"SIDM00078","SIDM00078","4.985","0.0841","0.0566","0.0286","3.3618","0.0144","2.2839","3.1731","0.7908","0.0841","2.8319","2.4463","0.3219","2.441","1.9449","0.2141","2.6229","1.5261","3.7409","2.0704","2.0531","0.0976","0.0841","2.0496","0.0704","4.382","0.7312","4.4841","0.0566","3.0426","2.8379","2.0108","0.7049","1.4168","1.5705","0","0","0.9709","3.8197","3.8972","2.6668","4.6927","0.9107","0.0144","0.0144","0","0","0","0.0144","1.5261","1.9672","2.7634","1.6736","0.0426","1.3785","3.9991","0.7824","0.0144","0.0144","1.9336","0.0841","2.6576","4.8525","3.3978","3.7104","0.9184","0.2388","0.0841","4.9208","3.0179","0.0566","3.796","0.0286","2.2079","0.9561","0.275","3.9928","0.7049","1.7398","2.5583","0.0566","5.5094","0","0.3219","4.9575","2.541","0.0426","0.0566","3.6736","0.1635","0.3561","0.9855","0.111","0.0144","0","5.3201","3.06","2.0321","0.0976","2.281","0.0144","4.0959","2.926","3.0755","3.441","5.438","4.4647","0.3896","0.0144","0","0.7398","0.3896","4.1771","2.6415","0.5059","3.5607","4.0892","0.0841","0.0841","0.1243","0.3219","5.3194","0.3674","5.6079","1.6915","0.7991","2.269","2.7071","2.8074","2.8115","2.0144","0.2016","6.724","3.4751","0.111","3.3031","2.9745","5.2913","2.4957","1.4803","0.6415","3.9458","0.275","1.3561","0.8319","0.0144","2.1408","0.0144","0.757","0.0841","0.7824","0.0841","0","0.1763","2.5509","3.969","1.856","0","2.2048","0.3896","5.0772","0.2869","3.5801","0.0144","1.5361","0.0976","1.9373","4.7409","3.6053","0.0704","3.7431","2.6781","4.5072","0","1.7268","2.157","0.6508","4.9533","0.0426","2.4699","5.3684","4.1185","0.0286","4.0233","4.135","4.3646","1.84","1.0772","3.7474","1.4647","2.9745","5.1623","0.1763","4.0054","5.4323","3.359","0.4751","0.1375","3.862","1.9819","2.7845","5.7861","3.3219","2.1635","0","0.1506","0.3785","4.204","1.5211","5.1383","0.7398","0.0426","2.98","4.669","3.9001","4.7219","0.0566","3.1843","2.846","5.8694","1.8156","3.6194","4.5217","5.4423","0.9411","4.7236","3.4764","4.8171","0.0566","0.0566","6.3445","1.6415","0.2265","0","3.1811","3.4983","3.3262","2.144","2.4303","4.3568","3.2464","3.5705","0.8718","5.6885","1.263","2.5509"
"SIDM00079","SIDM00079","5.5113","0.0144","0","0.1763","5.121","0.0286","0.3448","2.2388","0.251","1.7355","4.0126","3.3854","0.0426","2.4542","2.2449","0.2265","0.6323","1.6415","2.5993","2.3248","2.5922","2.6622","0.2869","2.1309","0.189","4.7554","0","2.669","0.1243","2.7027","3.479","2.8758","1.4489","0.903","2.4463","0.111","0.0144","0","3.3074","1.2987","0.0144","5.2939","0","0.0286","0.7225","0.0426","0","0","0","1.0144","2.5236","4.0409","0.3896","0.7049","0.433","5.0188","1.406","0.0144","0","5.8667","0.1635","3.5311","4.846","1.3785","3.6439","0.6871","1.5753","0.0704","3.9699","3.7431","0.7485","4.2713","0.0286","3.0108","1.7137","0.0841","3.3434","0.7225","3.9079","3.5286","1.9222","5.9126","1.9855","0","5.9866","2.8797","0.0144","1.844","2.7225","3.4005","0","0.3674","0","0.0144","0","4.1043","1.903","3.2928","0.0566","3.3533","0.2016","6.3089","3.4236","4.0514","4.2373","4.9977","5.846","1.0356","0.0144","0.0144","2.0321","0.9635","2.157","0.9782","0.0566","4.3561","4.7159","0.189","0.5261","0","2.101","5.0303","3.9644","4.0875","1.6508","0.275","2.9946","2.3702","3.1651","3.5173","4.8445","0.1506","7.6524","6.866","0","5.4601","3.5059","3.1859","2.6803","0.6871","0.2388","3.6837","2.0531","0.1375","0.0426","0.2016","2.6485","0.111","0.0566","0.1375","0.4005","0.6229","0","0.0144","2.7677","4.204","3.9269","0","0.3219","0.0144","5.9975","3.1243","3.7495","0.856","1.9635","3.1587","1.8197","5.5027","3.225","0.0144","1.4005","3.2157","0.0566","0.1375","2.669","2.8032","0.0426","5.1148","3.0018","4.3248","5.6545","6.1585","0.111","5.4363","4.0409","5.7973","2.8012","2.3016","4.263","1","2.2869","5.1223","0.0976","3.06","3.7729","1.0426","2.4303","0.9486","5.0325","0.4957","0.111","3.8904","4.991","2.342","0","0.111","0.251","4.1177","1.1763","4.3491","2.1375","0.0426","1.5008","3.6645","4.8728","2.7398","0.0144","2.278","2.8278","5.9775","2.0215","2.121","5.2307","7.1608","4.0027","4.8831","2.067","6.5322","0.1375","0","6.6726","1.1763","0.1506","0","3.5323","3.7666","4.9491","2.4033","2.5484","3.9542","3.269","4.079","0.774","5.8104","1.189","2.7312"
"SIDM00080","SIDM00080","4.6363","0","4.4634","0.0426","3.3462","0.0286","0.9635","3.7908","3.8866","3.2839","2.1506","2.1177","0.3896","2.7268","2.189","0.0704","0.8875","3.0892","4.717","1.5311","2.0144","0.0976","0.3334","3.2296","0.1763","3.2479","2.7247","0.0704","0.546","0.7312","3.1359","2.144","2.7203","1.5558","2.1276","0.0704","0.0144","0.0144","3.6392","1.7398","0.0566","4.7175","0.3103","1.6135","1.7442","0.0286","0","0.2016","0.0426","0.903","3","2.9411","0.4854","3.2765","4.9946","3.84","3.6194","0.3785","0.0566","0.0566","0.9336","0.84","5.4963","1.3103","2.86","0.0566","0.1243","0.2016","4.2653","3.6276","0","2.7677","3.729","2.3618","2.2172","4.0824","2.2957","1.2449","1.3334","1.7866","2.1043","4.4502","1.433","0.1243","5.1965","2.6826","0.3674","1.2141","4.437","0.669","0.0286","2.9873","0.0144","0.263","0.0841","5.111","2.9467","3.4249","0","1.7398","0.1763","3.6041","4.3082","5.3427","3.6713","4.859","3.8777","2.0461","0.6415","0","1.7782","1.0286","2.9279","1.1953","0.1243","3.1027","4.0644","0.0566","3.0444","0","5.7889","5.4656","0.8237","6.4107","1.4383","0.6323","2.4114","1.0635","1.9069","2.488","4.3226","2.3391","8.2594","0.275","0.0286","3.3031","4.557","3.85","2.3363","1.157","3.4816","3.7181","2.121","1.1635","1.5705","0.0426","0.433","0","0.0144","0.2388","3.5595","0.2141","2.0356","0.7485","2","4.5589","5.4097","0.0286","0.111","0.7398","4.2913","0.1243","2.7845","0","1.3219","1.2079","3.3785","3.9662","4.1334","0","3.3923","2.2357","0.0144","0.0841","2.1635","3.1522","1.281","4.8625","1.4957","3.9184","3.6171","4.4679","0.263","3.9616","3.5777","4.6662","2.6041","1.3505","5.5392","1.6462","3.3391","4.7819","0.0704","3.7366","3.009","0.111","4.9255","0.0144","5.3656","0.0144","0.2987","3.2373","3.6927","1.9298","2.257","2.3277","3.859","3.5765","0.3103","3.5273","2.251","1.4436","0.1763","4.757","4.3547","0.189","0","2.9782","3.5198","5.7325","3.2645","4.9255","4.8089","5.5747","1.5059","4.5662","2.1795","5.9129","0.189","8.4583","6.5382","4.1276","0.84","0","2.7845","3.7192","2.846","2.6713","2.101","4.0849","2.6554","3.9231","1.0356","4.5892","0.2016","2.0108"
